question,"kb_name"
" 这个年龄有证了学校肯招吗",edupromotion
" 有哪些学校和专业可选",edupromotion
" 老师想请问一下网络授课",edupromotion
"教师证 请问书籍是全国统一的吗？",edupromotion
" 你是机器人？",edupromotion
" 自学吗",edupromotion
" 肇庆工商学院有专插本吗",edupromotion
" 套读是？",edupromotion
" 这个自考本科出来的证书有用嘛",edupromotion
" 我问下  是不是所有的成人学校都能上？",edupromotion
" 有无考研的?",edupromotion
" 会计，或者平面设计可以吗，0基础的",edupromotion
" 不知道能考什么大学",edupromotion
" 不会的能手把手交吗",edupromotion
"教师资格证 要考这么多啊？",edupromotion
" 请问名额多少人",edupromotion
" 自考，是需要多久，要参加国家统一的考试？",edupromotion
" 想考教师证，可以吗？",edupromotion
" 每间报考学校的科目一样吗",edupromotion
" 有哪些专业",edupromotion
" 有演员职员读吗?",edupromotion
" 我只是专科，什么查本是什么意思呀？",edupromotion
" 请问有些什么专业",edupromotion
" 有哪些专业",edupromotion
" 有口腔专业成人教育班，可报考职业吗",edupromotion
" 华南理工能报吗",edupromotion
"专升本 毕业证是注明是什么",edupromotion
" 有什么专业，已经出来工作了",edupromotion
" 只有周末可以吗",edupromotion
" 有什么专业呢",edupromotion
" 有哪些学校的",edupromotion
" 湛江有基地吗",edupromotion
" 消防工程大专有吗？",edupromotion
" 想当心理学老师，需要考的除了综合素质和教育知识与能力还有其它的吗？",edupromotion
" 哪个比较好取证",edupromotion
" 学前教育等于幼儿教育？",edupromotion
" 专科报学前教育分线高？",edupromotion
" 文凭证书是怎样子的发给我看一下",edupromotion
" 茶艺方面你们这里是教学资格证还是只是茶艺师证",edupromotion
" 学历改革是指自考，还是成教，网络教育",edupromotion
" 大专文凭可以考初中教师资格证吗？",edupromotion
" 是有辅导班吗？",edupromotion
" 请问法学的专插本专业课是考哪科",edupromotion
" 要多久呀，考大专",edupromotion
"教师证 可以同时报考幼儿园和小学吗",edupromotion
" 艺术设计是干嘛的？",edupromotion
" 小学教师证。有哪些级别",edupromotion
" 如果突然转专业会不会很难跟得上啊",edupromotion
" 航海学院会不会难",edupromotion
" 想问一下你那边广告设计会招生吗",edupromotion
"专升本 大概多少年呢",edupromotion
" 也就是说同时进行  考上成人高考 之后  然后自考本科 在专科毕业之内  将本科的科目都过了 就可以升到本科了 是这样的吗？？",edupromotion
" 我想问一下，广州轻工业里有学老师这一类的专业的吗",edupromotion
" 深圳有什么成年大学",edupromotion
" 报护理专业，需要护士证吗",edupromotion
" 我专科已经毕业了，可以报考医学吗？",edupromotion
" 有司法专业吗？",edupromotion
" 老师觉得我是学前专业比较好还是跨汉语言文学",edupromotion
" 想了解 自考比较容易通过的专业",edupromotion
" 电大的学生可以报考自考吗",edupromotion
" 那学校自主招生的这里面可以查看吗",edupromotion
" 考场严格不，工作忙，都没时间看书。也记不住呀",edupromotion
" 想咨询一下以前自考没有拿学位现在想拿有什么流程",edupromotion
" 业余班什么意思 老师",edupromotion
" 可以大专+本科一起读吗",edupromotion
" 你好你这大学是不是全日制的",edupromotion
" 请问，专科经济信息管理专业可以报劳动社会与保障专业吗？",edupromotion
" 问下考大专要几年拿证",edupromotion
" 这是大专还是本科",edupromotion
" 你那还有市场营销的专业吗",edupromotion
" 有没有学医方面的专业",edupromotion
" 我有个朋友也是华师自考  她双休的时候去上过了 这是属于那种形式？？？",edupromotion
" 本科有什么专业",edupromotion
"自考 要入学考试的吗",edupromotion
" 请问下自费大专可以报考教师证吗？",edupromotion
" 请问医学检验技术有哪所院校招生",edupromotion
"专插本 我17年6月拿的毕业证。已经工作一年多了，还可以吗？",edupromotion
" 全日制本科的证跟业务学习的这个一样吗？",edupromotion
" 全日制要住校吗？",edupromotion
" 有什么专业推荐",edupromotion
" 哪里的招生办",edupromotion
" 明年是不是要限制专业了？",edupromotion
" 中专能考广体吗",edupromotion
" 自考本科含金量怎么样",edupromotion
" 工科有哪些专业",edupromotion
" 有没有轻松拿证的自考",edupromotion
" 想请问专业不是师范类，另外自己考教师资格证难吗？",edupromotion
" 国考考试是什么意思",edupromotion
" 不是的呢 想考小学的",edupromotion
" 考到的证在网上可以查吗",edupromotion
" 不知道选什么好",edupromotion
" 请问成人招收吗",edupromotion
" 我想问一下是不是正规的不会骗我吧",edupromotion
" 现在非师范生考教师证还要先考心理学吗",edupromotion
" 专插本什么时候开始",edupromotion
" 非广东省户口不是只能专升本？",edupromotion
" 网络班是在哪里上课的",edupromotion
" 有什么专业？",edupromotion
" 考药学难吗？",edupromotion
"教师证 不限专业的是吗",edupromotion
" 那学校是自己选择吧？",edupromotion
" 视觉传达是什么？",edupromotion
" 毕业证还能拿中山大学的吗",edupromotion
"教师证 能报吗",edupromotion
" 有行政管理的吗、",edupromotion
" 全日制的？",edupromotion
" 学校有什么专业呢",edupromotion
" 自学吗？然后去考成人大专吗",edupromotion
"专插本 哪间院校容易录取？",edupromotion
" 中药学，你是什么毕业证",edupromotion
" 你知道怎么取消大专",edupromotion
" 你们可以提供什么学校",edupromotion
" 第一次考试是全国成人高考考大专吗",edupromotion
" 大专怎么考",edupromotion
" 请问航海学院今年也是择优录取的吗",edupromotion
"教师证 不是师范的也可以对吧",edupromotion
" 你这边方便介绍下吗",edupromotion
" 有小学教育吗",edupromotion
" 你好！我想请问一下就是专科升本科要学几年？",edupromotion
" 自考是算全日制那种嘛？",edupromotion
" 专插本都有哪些专业呢",edupromotion
" 用人单位网上可不可以查询",edupromotion
" 业余制是不是要成人高考",edupromotion
" 体检时间是什么时候？",edupromotion
"教师证 考哪几科",edupromotion
" 培正学院有吗？",edupromotion
" 请问湛江有成人高考高升本吗",edupromotion
" 计算机及应用难学不？",edupromotion
" 复合材料专业有没有",edupromotion
" 深大专升本工商管理考几科",edupromotion
" 哪专科高还是本科高？",edupromotion
" 网络要考试吗",edupromotion
" 最便宜是哪种方式",edupromotion
" 有自考机电一体化或者电气自动化专业的自考吗？",edupromotion
" 中专可以直接升本科吗",edupromotion
" 那我读了本科还需要读大专吗？",edupromotion
"教师证 不分全日制和非全日制吗",edupromotion
" 广东湛江有校区吗？",edupromotion
" 中专毕业 怎么考全日制大专呢",edupromotion
" 那2019年那个诚信考试，这次报考会记录档案吗？",edupromotion
" 合并准考证我已经申请了还要去自考办吗",edupromotion
"教师证 请问下2019年，非教师专业，还可以考吗",edupromotion
" 我本专业是行政管理的，请问可以跨专业吗",edupromotion
" 你好 2019年非师范专业的人还能报考教师资格证吗",edupromotion
" 今年大一，看下广东工业大学有什么专业",edupromotion
" 没有，全日制除了插本。还有其它的麽",edupromotion
" 全日制的是几月份开学啊",edupromotion
" 这个上课是怎么上的",edupromotion
"自考 需要考试么",edupromotion
"文科专业 应该报不了是吗",edupromotion
"自考 含金量低一些吗",edupromotion
" 自考需要应届毕业生才可以？",edupromotion
"资料 发邮箱不行吗？",edupromotion
"专业 老师有什么推荐的吗",edupromotion
" 老师，如果文科理科都有不平衡的，选什么专业比较好",edupromotion
"全日制 要在学校读书嘛？",edupromotion
" 能知道2019广东那些学校找招专插本及专业吗？",edupromotion
" 香港人可以讀你們美術課程嗎？",edupromotion
" 教师资格证有大学的吗？",edupromotion
" 大专和本科有什么区别呢",edupromotion
"管理类 有什么专业课程",edupromotion
" 海珠区有夜校麽？",edupromotion
" 问题毕业证在学信网可以查的了的吗？",edupromotion
" 不是查成绩吗？",edupromotion
" 中医学的有插本有这么学校？？",edupromotion
"自考 到时候大专可以换专业吗？",edupromotion
" 我想问下大专有什么专业？",edupromotion
" 你好我想问问那个南方医科大学有没有大专就是全日制的那种",edupromotion
" 是所有学校都可以还是。。我怎样才能知道他们学校可以跨专业？",edupromotion
" 就是报考后就等学校通知，然后就去考试吗",edupromotion
" 有酒店管理行业？",edupromotion
" 学校所在地是？",edupromotion
" 如何报考本科专业教育系？",edupromotion
" 美容教师证是属于什么类型。",edupromotion
"成人教育 哪种含金量好点",edupromotion
" 那我还是先了解，在广州美术学院读室内设计，需要是美术艺术生吗？",edupromotion
" 我想咨询下会计",edupromotion
" 我在云南，可以在湖南考笔试，回云南面试吗？",edupromotion
" 可以直接领证吗",edupromotion
" 老师录取要看各科成绩吗",edupromotion
" 專插本要考多少科目",edupromotion
" 专本套读还可以读吗",edupromotion
" 有什么专业",edupromotion
" 语言类是什么",edupromotion
" 请问这里考的证书国家认可吗",edupromotion
" 我看网上有几个类型的，自考，函授，网络上课的，哪种比较容易考过啊",edupromotion
" 日语什么专业",edupromotion
" 你好我问下，体育教师资格证能考吗",edupromotion
"全日制 学费一年要多少",edupromotion
" 那这个毕业证国家承认吗？",edupromotion
" 有护理专业的吗",edupromotion
" 请问北京理工大学珠海学院今年h会以2a分数线录取嘛",edupromotion
" 考教师证又是怎样的？",edupromotion
" 我是想查了后看能不能认证在考本的",edupromotion
" 还有什么专业",edupromotion
" 现在可以提升学历嘛",edupromotion
" 你好  我想问问广东接受插本生的院校有哪些",edupromotion
" 报考什么学校",edupromotion
" 是不是有一个学前教育？",edupromotion
" 有没有环境保护专业",edupromotion
" 请问你校全日制是几年",edupromotion
" 日语也是吗，不是省份出题吗",edupromotion
" 是的，我想问一下要考哪一方面的知识呢？",edupromotion
" 今年还能报考普通话吗",edupromotion
" 所以之前考没考过有什么影响吗",edupromotion
" 报的一门过了，不需要申请什么",edupromotion
" 你好，请问广技师今年还招工商管理专业吗？",edupromotion
"专插本 是全日制？",edupromotion
"教师资格证 小学吧！比幼儿园难吗？",edupromotion
" 成人高考需要去学校上学吗",edupromotion
" 不是说学时的话可以网上自己刷一下就行了吗",edupromotion
" 通过培训 考到的几率大吗",edupromotion
" 小学毕业能报本科？",edupromotion
" 今年成考被录取了，什么时候交费？",edupromotion
" 有什么专业可以选择",edupromotion
" 有什么专业？",edupromotion
" 你们自考过关率最高的是什么专业",edupromotion
" 就之前考的那个证书可以用吗 还是要重新考",edupromotion
" 我初中可以考大专文凭吗？",edupromotion
"幼师 需要考才艺的吗",edupromotion
"报读大专 可以吗？",edupromotion
" 我是外省民办大专，不是广东这边的，可以吗？",edupromotion
" 有些什么专业可以学",edupromotion
" 这样考进去的和高考考进去的有什么不一样的吗",edupromotion
" 就是这块的话业余的也有吧？",edupromotion
" 我挂的科要下学期才补考，会不会影响啊",edupromotion
" 就是专升本考试，要考多少分才可以被录取",edupromotion
"教师资格证 非师范专业的能报考吗？",edupromotion
" 你们有没有面试关于初中化学科目的教材",edupromotion
" 是自考还是？",edupromotion
" 比如本科要多久可以拿到证",edupromotion
" 怎么才能免考呀",edupromotion
" 我想考一名公办幼儿教师怎么复习",edupromotion
" 不会有其他骚扰短信吧？😂",edupromotion
" 你好一定要大专以上才能考教师证吗",edupromotion
" 年龄比较大了",edupromotion
" 请问一下本科要学几年的？",edupromotion
" i我想问一下、教师资格证成绩会不会过期哈",edupromotion
" 自考不是取消了吗？",edupromotion
" 大专  有没有艺术类的？",edupromotion
" 毕业证是统招还是自考",edupromotion
"教师资格证 都有什么级别?",edupromotion
" 想问一下笔试有效期是多久呀",edupromotion
" 那我17年下半年考的笔试，面试有效期就是19年下半年对吗",edupromotion
" 请问这是广东财经大学自考招生吗",edupromotion
" 请问专升本有没有全日制在校学习",edupromotion
" 已经做了十四年私店医师可以报考吗",edupromotion
" 医学类具体有什么科目要学的",edupromotion
" 学费是多少",edupromotion
" 如果是全日制呢？",edupromotion
" 请问毕业证是电大学校吗",edupromotion
" 查询成绩的时间呢",edupromotion
" 请问   市场销售   有限报科目吗？ （今年河北高考改革，六选三）",edupromotion
" 成考录取结果大概什么时候可以查看？",edupromotion
" 能不能考完拿证",edupromotion
" 请问有什么专业？",edupromotion
" 我们老师说高技找工作更占优势是吗？",edupromotion
" 现在30岁了，学电脑会不会很吃力啊",edupromotion
" 请问一下自考大专可以考教师证吗？",edupromotion
" 但是我也想读专升本的学校呢",edupromotion
" 那你们自考是怎么样的呢？",edupromotion
" 不用大专文凭？",edupromotion
" 不备案能考试吗？",edupromotion
" 请问有哪些本A的学校会招商务英语的",edupromotion
" 中专，毕业证丢了要先补吗？",edupromotion
" 三月份是上学期？",edupromotion
" 现在有必要去参加高考？还是不用",edupromotion
" 有计算机专业吗",edupromotion
" 那考试是本地考还是得去外地考？",edupromotion
" 可以发一下这些信息吗",edupromotion
" 这边是成人教育吗。。",edupromotion
" 可以不用考试，直接报读是吗",edupromotion
" 那免试入学都需要什么吗",edupromotion
" 证书是怎么样的？",edupromotion
" 只是我看到一些学校插本的工商管理专业只有东莞理工学院才是理科类的，老师请问理科生只能报考理科类的？",edupromotion
" 我年龄比较大了",edupromotion
" 这毕业证多久能下来？",edupromotion
" 学费方面是怎么算的",edupromotion
" 有针灸师证考吗",edupromotion
" 专科是大专吗",edupromotion
" 中专升专科有几年",edupromotion
" 有什么专业呢?",edupromotion
" 我想问您，专插本学历认证，这是往届毕业生才做的，做吧？应届不用？",edupromotion
"当老师 请问需要正规的证书吗",edupromotion
" 是分段教学的吗！？",edupromotion
" 广技师专插本可不可以跨专业",edupromotion
" 我想咨询嘉应可以跨专业考试？",edupromotion
" 你好。请问你哪里读大专是全日制的嘛",edupromotion
" 电工证物业管理证这类有吗",edupromotion
" 没有在线教育的初中课程吗？",edupromotion
" 2019年春季招生，有没有招平面设计专业?",edupromotion
" 跨专业可以考数学吗？",edupromotion
" 我想问一下，社会人士可以考教师资格证吗？",edupromotion
" 你们是机构的吗？",edupromotion
" 因为本人在职入学，课程怎么安排",edupromotion
" 销售有关的有吗",edupromotion
" 多久可以拿证",edupromotion
" 一般拿到毕业证要多久？",edupromotion
" 我想问一下你们学校专插本有工程造价这个专业的吗",edupromotion
" 专插本考5科 公共课三科 专业课考啥",edupromotion
" 请问，如果要去学校学习中医，还有什么途径吗?",edupromotion
" 那什么专业好点",edupromotion
" 国家承认吗？学信网可以查吗？",edupromotion
" 能考学位证？",edupromotion
" 重庆那边有吗",edupromotion
" 发送短信了吗",edupromotion
" 2018的笔试？",edupromotion
" 有没有学宠物医师的",edupromotion
" 国家的教师资格证？",edupromotion
" 哪些专业比较好考一点",edupromotion
" 城乡规划，有这个专业吗",edupromotion
" 什么时候发招生简章",edupromotion
" 卫生局认可吗",edupromotion
" 这样可以的吗",edupromotion
" 老师，我想问一下专科自考本科建议换专业嘛",edupromotion
" 请问你们这培训机构在哪里？",edupromotion
" 请问何老师，学中医走那种途径较好，还有自考，网络等",edupromotion
" 初中毕业，可以去读大专吗？",edupromotion
" 请问插班生是要去上课？",edupromotion
" 录取通知书是网查还是邮件形式？",edupromotion
" 国家承认否？",edupromotion
" 请问有哪些学校",edupromotion
" 是要在面试前通过普通话考试吗",edupromotion
" 请问老师你是哪个教育机构哦",edupromotion
" 有哪些专业啊",edupromotion
" 听说要停考，是这样吗",edupromotion
" 你是哪里的学校的老师",edupromotion
" 您先帮忙介绍一些吧",edupromotion
" 北理珠还招吗",edupromotion
" 截止时间呢",edupromotion
" 广东省专插本的学校有哪些呢",edupromotion
" 是去学校上课吗",edupromotion
" 有什么专业吗？",edupromotion
" 请问老师，哪个大学比较容易考",edupromotion
" 咱们这边有好考好学的专本套读吗?可以推荐一下",edupromotion
" 你们是哪里的学校",edupromotion
" 毕业证失了可以报读吗？",edupromotion
" 请问都是自考呢还是分开",edupromotion
" 那有什么专业呢",edupromotion
" 2019年专插本有那些学校",edupromotion
" 请问是华南师范大学吗？",edupromotion
" 去考教师资格证也可以吗？",edupromotion
" 我现在是大一学前教育专业，能跨哪些专业呢？",edupromotion
" 请问今年还招生吗",edupromotion
" 这个中医学毕业以后可以考执业医或者助理么？",edupromotion
" 华南师范大学英语专业可以专插本吗",edupromotion
" 请问夸专业插本难度大吗",edupromotion
" 有什么专业呢？",edupromotion
" 没基础可以学吗",edupromotion
" 会不会不被录取?",edupromotion
" 服装设计专业的大专有哪些呢",edupromotion
" 天河有没有啊",edupromotion
" 你帮我介绍一下",edupromotion
" 是已经截止了吗",edupromotion
" 那可以考吗",edupromotion
" 请问今年吉大珠海学院专插本有培训班吗？谢",edupromotion
" 全日制大专难考吗？",edupromotion
" 你们是提供什么服务",edupromotion
" 介绍下吧 我想换专业",edupromotion
" 那负责什么。。。",edupromotion
" 需要几年",edupromotion
" 考试的话麻烦不麻烦的？",edupromotion
" 中专是学前教育，函授大专是教育管理，是属于非师范，还是师范？",edupromotion
" 对，想问星海学院有插本吗",edupromotion
" 专插本是不是比专升本会难考但是社会认证就比较偏向于专插本",edupromotion
" 我想问一下，今年广东金融学院专插本招会计吗",edupromotion
" 网络教育的毕业证我已经拿到了，还能转吗",edupromotion
" 我想问一下，本科有一年拿证的吗？",edupromotion
" 你们是报考机构对吧",edupromotion
" 广东专科大三学生可以在户籍所在地报考教师资格证面试吗",edupromotion
" 请问大专有什么专业",edupromotion
" 有艺术类的吗？",edupromotion
" 老师，您这边是机构的吗？",edupromotion
" 老师，你那边是什么机构呀?",edupromotion
" 确定有在校学习吗？",edupromotion
" 广东石油化工学院有没有招生啊今年",edupromotion
" 你们学校最短的学科是多长时间",edupromotion
" 技校生可以直接报自考本科吗？",edupromotion
" 还麻烦老师介绍一下",edupromotion
" 你们有服装设计这课程么",edupromotion
" 那个时间短？",edupromotion
" 那跆拳道专业有没有招人?",edupromotion
" 中级英语教师资格证是指初中吗",edupromotion
" 你们这是哪里",edupromotion
" 我听说会计要取消了?",edupromotion
" 老师您也介绍一些给我吧",edupromotion
" 老师，请问我报了中职文化课，报考了两门，我可以去申请参加中职专业课的面试吗？",edupromotion
" 但是我人在深圳，我想去广州面试可以吗，我户籍是河南的",edupromotion
" 妳們這個是自考還是成考？",edupromotion
" 需要多长时间拿证？",edupromotion
" 何老师好！今年成人高考多少分可以被贵校录取",edupromotion
" 广航今年招生不",edupromotion
" 入学需要考试吗",edupromotion
" 嗯有什么区别吗？",edupromotion
" 考试时间是什么时候呢？",edupromotion
" 请问现在还招生吗",edupromotion
" 有考试大纲吗",edupromotion
" 你们是在那里上课呢",edupromotion
" 成人大专是不是不用到学校上课的",edupromotion
" 在深圳  考教师资格证   没有社保怎么办",edupromotion
" 全国都是一月？",edupromotion
" 读了，想进单位工作，有没有帮助",edupromotion
" 哪个学校用医疗检验技术",edupromotion
" 18年考试成绩什么时候出来",edupromotion
" 你们有视觉美学设计这个专业吗",edupromotion
" 我2017秋的本科还是要继续读的。不过专业不是我想要的",edupromotion
" 学校哪里的",edupromotion
" 你们是机构的？",edupromotion
" 你们是哪个地区的？",edupromotion
" 有兽医自考吗",edupromotion
" 工作十年了 还能考吗？",edupromotion
" 需要多长时间才能完成这专业？",edupromotion
" 报读大专要多长时间才能完成？",edupromotion
" 有没往年插本的专业课考试大纲啊",edupromotion
" 经济师100%通过？",edupromotion
" 在校生面试一定要在学籍所在地吗",edupromotion
" 你好，教师资格证考试考口试的时候要毕业证吗",edupromotion
" 佛山南海有培训点吗？在哪？",edupromotion
" 有电竟学吗？",edupromotion
" 有没有华师大的设计专业",edupromotion
" 你们是什么学校",edupromotion
" 多久能拿证书?",edupromotion
" 老师介绍一下",edupromotion
" 如果在广东报考会不会很难通过？",edupromotion
" 你是哪里的老师",edupromotion
" 可以像你咨询吗？",edupromotion
" 每个星期上几节课？",edupromotion
" 大学毕业？",edupromotion
" 需要自己考试吗？",edupromotion
" 我想问有什么专业",edupromotion
" 但我看好像只有数学专业的才能报是吗",edupromotion
" 自媒体，传媒类的比较感兴趣吧",edupromotion
" 要考试通过才可以报吗",edupromotion
" 那我出钱可以吗？",edupromotion
" 哦，怎样开始学？",edupromotion
" 报名时间过了，还有补报的机会吗",edupromotion
" 是世面上卖的哪种还是独家的",edupromotion
" 读大专要先参加成年高考吗",edupromotion
" 怎么考教师资格证",edupromotion
" 请问一下中山大学招不招自考本科护理系的",edupromotion
" 你们不会随意暴露信息的吧",edupromotion
" 宿迁这边学校有吗",edupromotion
" 那能住校嘛",edupromotion
" 你们是机构吗",edupromotion
" 专业不一样考的也不一样吗",edupromotion
" 可以报全日制吗",edupromotion
" 有啥专业",edupromotion
" 自己在家学考试时去考一下就行了还是要到学校？",edupromotion
" 请问你本校招生吗",edupromotion
" 成考录取后要期末考试吗",edupromotion
" 你们这是机构办学吗",edupromotion
" 请问你们学校有学前教育吗？",edupromotion
" 你这个大牛教育，在哪儿的？广州吗？我是梁先生，帮妹妹问的。",edupromotion
" 需要什么与档案有关的证明吗？",edupromotion
" 请问你这边是教育机构吗？",edupromotion
" 请问你们是华南理工大学是吧",edupromotion
" 你好，你们这边自考的专科可以上全日制本科吗",edupromotion
" 华师是不是有成人本科的人力资源管理专业呀",edupromotion
" 教育师范类和语言是一样的吗",edupromotion
" 哪种读的人多呢？",edupromotion
" 可以专插本？",edupromotion
" 老师如果考行政管理的话，要学毛概的？",edupromotion
" 那培正学院的话会计专业应该算是文科？",edupromotion
" 专插本本质是读几年？",edupromotion
" 我们读了自考专科还可以去报专插本本科？",edupromotion
" 我在2012年考到了，但是未审过，还有用吗",edupromotion
" 那请问理科类的学生可以报考文科类吗",edupromotion
" 是不是退伍的分数线跟其他人不一样的",edupromotion
" 本专业是检验，可以插其它专业吗？",edupromotion
" 不能简单说一下吗？",edupromotion
" 可以升本科么",edupromotion
" 你那个学校叫什么名字呢",edupromotion
" 全日制跟非全日制有什么区别",edupromotion
" 你是機器人？AI",edupromotion
" 想了解一下有哪些院校和专业",edupromotion
" 我要自考广东大学的话、有什么学校可以推荐一下吗",edupromotion
" 我想知道广州航海学院专插本主要有哪些专业",edupromotion
" 这家学校还有别的教学点？",edupromotion
