sentence,sentence2,label
你好，始基子宫能治好怀孕吗,始基子宫能治好吗？,0
先天性无子宫，可以治疗吗,现在先天性无子宫可以治疗吗,1
鼻子鼻梁塌,鼻梁 鼻子塌,1
能吃的什么药好呢,吃什么药好呢？,1
我想问一下 的瘦脸针,我想问一下瘦脸针,1
国产和进口的玻尿酸区别大吗？,玻尿酸 国产和进口有区别吗？,1
外阴痒是怎么回事啊？,外阴痒是怎么回事啊,1
拉血是怎么回事？,拉血是怎么回事,1
前列腺有什么症状呢,前列腺有什么症状,1
幼稚子宫能治好吗，,幼稚子宫能治好吗？,1
我想咨询"婴儿血管瘤怎么治最好",我想咨询"大人血管瘤怎么治最好",0
你们这儿能洗纹身吗,你们可以洗纹身吗,1
月经推迟是什么原因,月经推迟 什么原因？,1
大便出血是怎么回事,大便出血是怎么回事,1
小孩胎记什么时候治疗最好,小孩胎记什么时候治疗最好,1
切除子宫后还能过性生活吗,子宫切除还能过性生活吗,1
进口和国产瘦脸针有什么区别,瘦脸针 国产和进口的有什么区别啊？,1
都怎么检查的,都怎么检查,1
玻尿酸有哪些品牌的,玻尿酸都有哪些品牌,1
这个治疗怎么治疗,这个治疗怎么治疗啊？,1
男人一次多久算正常？,男人多久算正常,1
咱是三甲医院吗？,你们医院属于三甲医院吗？,1
包皮手术后，需要拆线吗,包皮手术需要拆线吗,1
始基子宫能治好吗？,始基子宫能治好吗,1
祛痣会不会留疤的,祛痣 会留疤吗,1
国产的和进口的有区别吗,进口的和国产的有什么区别,1
我做b超不需要空腹吗？,做b超需要空腹吗,1
怎么治疗呢？,怎么治疗呢,1
水光针多久打一次啊,水光针多久打一次啊,1
割包皮是什么？,割包皮是什么,1
割包皮是什么？,割包皮是什么,1
外阴痒用什么药啊,外阴痒用什么药？,1
洗纹身怎么收费呢,洗纹身怎么收费？,1
可以全身美白吗,可以全身美白的吗,1
大便出血怎么回事,大便出血怎么回事呢,1
要怎么检查啊,要怎么检查？,1
肛门瘙痒是怎么回事？,肛门瘙痒 怎么回事？,1
你们医院可以用医保卡吗,能用医保卡吗,1
请问需要住院吗,需要住院吗？,1
月经不调怎么调理呢？,怎么调理月经不调？,1
便血是怎么回事呢,便血 是怎么回事,1
彩超和B超有什么区别呢,彩超和B超有什么区别,1
手淫过多导致的早泄,手淫过多，导致早泄,1
手淫过多导致的早泄,手淫过多，导致早泄,1
切除子宫后还能过性生活吗,子宫切除后还能有性生活吗,1
月经黑色是怎么回事？,月经有黑色是怎么回事,1
请问子宫正常是多大？,正常的子宫是多大？,1
单角子宫可以正常怀孕吗,单角子宫能正常怀孕吗,1
检查都怎么检查,检查是怎么检查,1
女人多大年龄绝经？,女人多大年龄绝经,1
正常子宫 多大,正常子宫多大？,1
白带有点发黄,白带 有点发黄,1
验孕棒一浅一深是什么意思,验孕棒一浅一深代表什么意思,1
是永久的脱毛吗,脱毛 有永久的吗？,1
射的快是怎么回事,射的快怎么回事,1
血管瘤危险吗,血管瘤危险吗,1
外阴瘙痒用什么药呢,外阴瘙痒 请问用什么药,1
现在试纸能测出来吗？,用试纸能测出来吗现在？,1
玻尿酸注射能维持多久,玻尿酸注射可以维持多久,1
切除子宫对性生活有影响吗,子宫切除了对性生活有影响吗,1
能用药物治疗吗？,用药物治疗吗,1
瘦脸针一阵可以维持多久,瘦脸针可以维持多久,1
激素六项是查什么,激素六项是查啥的,1
大便有血怎么回事？,大便有血怎么回事,1
你好，月经量少是怎么回事,月经量少是怎么回事,1
做阴道镜疼吗,做阴道镜疼吗,1
白癜风怎么治疗,白斑怎么治疗,0
月经可以洗澡吗,月经可以洗澡吗,1
胎记价格疗程是怎么算,去胎记价格怎么算,1
彩超需要憋尿吗？,做彩超需要憋尿吗？,1
验孕棒一深一浅是什么意思,验孕棒一浅一深代表什么意思,1
月经不调是怎么回事诶,月经不调 怎么回事呢,1
脱毛一般几次呢,脱毛 一般要几次,1
做双眼皮要恢复多久,做双眼皮 大概要多久恢复,1
阳痿要吃什么药,阳痿吃什么药,1
你们的瘦脸针什么牌子的,瘦脸针是什么牌子的,1
瘦脸针299是什么牌子的,你们瘦脸针是什么牌子的,0
请问白癜风有什么症状？,请问白癜风有什么症状,1
先天性无阴道可以治疗吗,先天性无子宫 可以治疗吗,0
在学校经常熬夜,经常熬夜,1
就是龟头上的白色东西是怎么回事,就是龟头上有白色的东西，是怎么回事,1
来月经 有血块正常吗,月经有血块，正常吗？,1
你们那可以洗纹身吗,你们可以洗纹身吗,1
白癜风能治好吗,白癜风 这个能治好吗,1
怎么能戒掉手淫,手淫怎么戒掉,1
还需要住院治疗吗,这个还需要住院治疗吗？？？,1
国产和进口的区别？,国产和进口有什么区别呢,1
可以洗纹身的吗,可以洗纹身的吗,1
请问白带发黄是什么原因？,白带发黄是什么原因,1
阳痿早泄可以治疗吗,阳痿早泄可以治疗吗？,1
脱毛可以吗？,可以脱毛吗,1
应该怎么治疗，,应该怎么治疗,1
先天性无子宫可以治疗吗,现在先天性无子宫可以治疗吗,1
什么是双子宫啊,双子宫是什么,1
自体脂肪丰胸多久可以恢复？,自体脂肪丰胸 多久能恢复,1
啊 那怎么办,那怎么办,1
我便血是怎么回事,便血怎么回事,1
脱毛是永久的？,脱毛  是永久的吗,1
脱毛是永久的？,脱毛 是永久的吗,1
做B超需要空腹吗？,做B超需要空腹吗？,1
月经黑色怎么回事？,月经黑色 怎么回事,1
请问白癜风会传染吗,白癜风会传染吗,1
埋线可以保持多久呢,埋线 保持多久,1
大便有血怎么回事,大便有血怎么回事啊,1
吃什么药好,吃什么药好呢？,1
怎么治一下啊,怎么治啊,1
验孕棒一深一浅，是啥情况,验孕棒一深一浅怎么回事？,1
激光脱毛是永久的么,激光脱毛是永久的？,1
盆腔炎有什么症状？,盆腔炎有什么症状,1
洗纹身一般要多少钱,洗纹身要多少钱,1
你们是私立还是公立的医院,您这医院是私立还是公立的,1
什么方法治疗？,有什么治疗方法吗,1
是怎么治啊,怎么治啊,1
白带发黄是什么原因。,白带发黄 是什么原因呢,1
洗纹身大概要洗几次,洗纹身 要洗几次呢,1
可以药流吗？,可以药流吗,1
是永久脱毛吗,是永久脱毛吗？,1
您好   还在吗,您好在吗,1
我大便有血是怎么回事,大便有血是怎么回事,1
你们瘦脸针是什么牌子的,你们是什么牌子瘦脸针,1
国产进口的区别在于？,国产和进口有什么区别呢,1
天生无子宫可以治疗吗？,天生没有子宫可以治疗吗,1
是永久的脱毛吗,脱毛  是永久的吗,1
是永久的脱毛吗,脱毛是永久的吗,1
你好治疗早泄怎么治疗,你好请问怎么治疗早泄,1
自体脂肪丰胸有什么副作用吗,自体脂肪丰胸 有副作用吗,1
治疗胎记要多少钱,治疗胎记要多少钱,1
先天性无子宫可以治疗吗？,先天性无子宫可以治疗吗,1
BV检查 是什么,BV检查是什么,1
割了包皮，有什么好处,割了包皮有什么好处,1
怎么调理月经不调呢,怎么调理月经不调？,1
请问男人多久才算正常,男人多久才正常,1
现在是试纸能测出来吗,用试纸能测出来吗现在？,1
那怎样治疗,那怎样可以治疗？,1
激光祛痣会留疤吗。,激光祛痣会留疤吗？,1
白带发黄是什么原因,白带发黄的原因是什么,1
我想咨询你一下,我想咨询一下,1
毛孔粗大怎么治疗,毛孔粗大怎么治疗,1
 激光祛斑会复发吗,激光祛斑 会不会复发,1
正常子宫一般多大,正常子宫多大？,1
你们瘦脸针有什么牌子的,瘦脸针 是什么牌子的,1
血管瘤什么样子的,血管瘤什么样子的？,1
进口的和国产的有区别么？,哦，国产的和进口的有什么区别,1
脱毛一般要几次,脱毛 一般要几次,1
那那怎么办？,那怎么办,1
瘦脸针有什么副作用,瘦脸针 有什么副作用吗？,1
我不知道是不是白斑,白斑 不知道是不是,1
请问可以做子宫移植吗,可以做移植子宫吗,1
请问单角子宫能治疗吗,请问单角子宫能治疗吗？,1
洗纹身大概多少钱,洗纹身大概多少钱,1
割了包皮有什么好处呢,割了包皮 有什么好处啊？,1
是正规医院吗,是正规的医院吗,1
是激光脱毛？,是激光脱毛吗？,1
我的白带发黄怎么回事,我的白带多发黄怎么回事,1
血管瘤治疗要多少钱,治疗血管瘤多少钱,1
有办法吗,有什么办法吗,1
子宫小可以治好吗,子宫小 可以治好吗,1
包皮手术需要休息多久？,包皮手术需要休息几天？,1
子宫切除对性生活有影响吗,子宫切除了对性生活有影响吗,1
白斑，怎么治疗,白斑 怎么治疗,1
来月经有血块正常吗？,月经有血块正常吗,1
那怎么办😱,那怎么办,1
大便有血怎么回事啊,大便有血怎么回事啊,1
怎么解决呢,怎么解决,1
阴囊潮湿是什么原因啊,阴囊潮湿是什么原因,1
阴囊潮湿是什么原因啊,阴囊潮湿是什么原因,1
大便出血，怎么回事,大便出血 怎么回事,1
外阴瘙痒用什么药,外阴瘙痒，用什么药,1
 玻尿酸可以维持多久,玻尿酸可以维持多久？,1
白斑怎么治疗,白斑 怎么治疗,1
白斑怎么治疗,白斑怎么治疗,1
包皮手术多久可以恢复好,包皮手术多久可以恢复,1
便血是怎么回事,便血 是怎么回事,1
便血怎么回事,便血怎么回事,1
冰点脱毛是永久的吗？,冰点脱毛 是永久的吗,1
冰点脱毛是永久吗？,冰点脱毛 是永久的吗,1
玻尿酸管多久？,玻尿酸管多久,1
玻尿酸有什么副作用吗？,玻尿酸 有副作用吗,1
吃的什么药比较好一点,吃什么药比较好,1
吃点啥药好,吃点啥药？,1
吃点什么药,我需要吃点什么药,1
吃点什么药,吃点什么药？,1
吃点什么药？,我需要吃点什么药,1
吃点什么药？,吃点什么药呢,1
吃点什么药吗,吃点什么药？,1
吃什么药能治疗？,吃什么药能治疗,1
打玻尿酸一次可以维持多久？,打玻尿酸 打一次能维持多久,1
打玻尿酸一次可以维持多久？,打玻尿酸 打一次可以维持多久？,1
打玻尿酸一次可以维持多久？,玻尿酸 打一次可以维持多久,1
大便出血是怎么回事,大便出血 怎么回事,1
大便出血是怎么回事？,大便出血 怎么回事,1
大便出血怎么回事,大便出血怎么回事？,1
大便出血怎么回事,大便出血怎么回事,1
大便出血怎么回事？,大便出血怎么回事？,1
大便出血怎么回事呢,大便出血怎么回事呢,1
大便有血是怎么回事,大便有血是怎么回事,1
割了包皮  有什么好处,割了包皮 有什么好处啊？,1
割了包皮，有什么好处,割了包皮 有什么好处啊？,1
割了包皮有什么好处呢,割了包皮有什么好处,1
怀孕试纸多久能测出来,你好 请问怀孕多久试纸就能测出来,1
进口和国产的有什么区别啊,进口的和国产的有什么区别,1
进口和国产有什么区别啊？,进口的和国产的有什么区别,1
进口和国产有什么区别吗？,国产和进口有什么区别呢,1
就是鼻梁有点塌,就是鼻梁有点塌,1
可以吃点什么药,可以吃点啥药,1
拉血是怎么回事啊,拉血怎么回事啊？,1
埋线保持多久？,埋线能保持多久,1
埋线可以保持多久 ,埋线能保持多久,1
埋线双眼皮可以保持多久,双眼皮 埋线能保持多久呢,1
埋线双眼皮能保持多久,双眼皮 埋线能保持多久呢,1
埋线双眼皮能保持多久,埋线 双眼皮 一般能保持多久,1
埋线双眼皮能保持多久呢？,埋线 双眼皮 一般能保持多久,1
那吃什么药比较好！,吃什么药比较好,1
你好 早泄怎么治疗,你好早泄怎么治疗呢,1
你好，洗纹身能洗干净吗？,洗纹身 能洗干净吗,1
你好，月经量少是怎么回事,月经量少怎么回事？,1
你好瘦脸针是什么牌子的？,瘦脸针是什么牌子的,1
你好治疗早泄怎么治疗,你好早泄怎么治疗呢,1
请问吃什么药比较好,吃什么药比较好,1
请问要住院吗？,要住院吗？,1
去胎记要多少钱,去胎记多少钱,1
是上海长江医院吗,你们是上海长江医院吗,1
是永久脱毛的吗,脱毛 是永久的吗？,1
是永久脱毛的吗,脱毛  是永久的吗,1
手淫过多导致早泄,手淫过多，导致早泄,1
我不知道是不是白斑？,白斑 不知道是不是,1
我大便有血是怎么回事,大便有血怎么回事,1
我是内双 ,我是内双,1
我现在经常贴双眼皮贴,我经常贴双眼皮贴,1
我这吃什么药好呢,吃什么药好呢？,1
洗纹身，怎么收费？,洗纹身怎么收费？,1
洗纹身要多少钱,洗纹身要多少钱,1
洗纹身一般要多少钱,洗纹身 一般多少钱,1
洗纹身怎么收费的？,洗纹身怎么收费？,1
腺肌症是怎么回事,腺肌症是怎么回事,1
血管瘤有什么危害吗,血管瘤有什么危害吗,1
血管瘤治疗要多少钱,血管瘤治疗要多少钱,1
药流可以吗？,药流可以吗,1
要怎么检查呢,要怎么检查？,1
应该吃什么药比较好,吃什么药比较好,1
永久脱毛是吗,永久脱毛是吗,1
用中药还是西药,要吃中药还是西药,1
早泄是什么原因呢？,早泄什么原因呢,1
早泄是什么原因呢？,早泄 什么原因呢,1
这个不是永久脱毛的吗,脱毛 这个不是永久的吗？,1
治疗血管瘤一般要多少钱,血管瘤治疗要多少钱,1
自体脂肪可以维持多久？,自体脂肪能维持多久,1
做埋线双眼皮手术能保持多久,双眼皮 埋线能保持多久呢,1
是公立还是私立医院？,您这医院是私立还是公立的,1
祛斑以后会不会复发,祛斑了会不会复发,1
毛孔粗大,毛孔粗大,1
子宫正常是多大,正常子宫是多大,1
治疗阳痿早泄吃什么药,早泄 阳痿 吃什么药,1
怎么调理月经不调啊,怎么调理月经不调？,1
祛斑会不会反弹呢,祛斑 会不会反弹？,1
激光脱毛有副作用吗,激光脱毛 会有副作用吗,1
洗纹身可以洗干净么,纹身可以洗干净吗？,1
留下疤痕吗,会留下疤痕吗？,1
不是永久脱毛吗,不是永久脱毛吗,1
激光洗纹身要洗几次,激光洗纹身 要洗几次，,1
做阴道镜疼么,做阴道镜疼吗,1
早泄是什么原因？,早泄 是什么原因,1
哑癜风是什么症状,白癜风什么症状,1
包皮怎么才算过长,包皮怎样才算过长,1
白斑会遗传吗,白斑 遗传吗,1
月经一般来几天算正常,月经一般几天算正常,1
幼稚子宫能治好吗,幼稚子宫 能治好吗,1
你们医院是私立的还是公立的,你们医院是公立还是私立的,1
阳痿早泄是吃药还是手术,早泄吃药还是手术,0
脱毛能永久吗,脱毛 能永久吗？,1
你这是公立还是私立医院,你们是公立还是私立医院,1
外阴痒，是怎么回事,外阴痒，是怎么回事,1
洗纹身可以一次性洗干净吗,洗纹身 一次性可以洗干净吗,1
这个需要住院治疗吗,这个还需要住院治疗吗？？？,1
 切开好还是埋线好呢,埋线好还是切开好啊？,1
白癜风是什么症状呢,白癜风是什么症状的,1
这个需要住院治疗吗？,这个还需要住院治疗吗？？？,1
白癜风会不会传染,白癜风 会不会传染,1
白癜风能治好吗,白斑能治好吗？,0
一般怀孕多久有反应呢,一般怀孕多久有反应,1
你好，早泄吃什么药比较好,早泄 吃什么药比较好,1
白癜风是什么症状呢,白癜风是什么症状呢,1
白斑会遗传吗,白斑会有遗传吗,1
验孕棒一浅一深怎么回事,验孕棒一深一浅怎么回事,1
您好 在吗？,您好，在吗？,1
什么是白斑,什么是白斑,1
做双眼皮要恢复多久,双眼皮要多久恢复,1
来月经有血块是正常吗,月经有血块正常吗,1
白癜风是什么,白癜风是什么,1
血管瘤什么样子,血管瘤是什么样子的,1
吃药，还是手术,手术还是吃药,1
吃药，还是手术,手术还是吃药,1
应该怎么治疗？,应该怎么治疗,1
同房出血是什么原因？,同房出血是什么原因,1
还是药物治疗？,是药物治疗，还是手术治疗啊？,1
治疗需要住院吗,治疗需要住院吗,1
指甲上,指甲上,1
白癜风怎么治疗,白癜风 怎么治疗？,1
吸脂手术有危险吗,吸脂手术  会有危险吗？,1
先天性无子宫能治疗好吗？,先天性无子宫 能不能治疗好？,1
您好 在吗？,您好在吗,1
怎么降低龟头的敏感度,龟头敏感度怎么降低,1
白斑是什么,白斑是什么,1
哑癜风是什么症状,白癜风是什么症状呢,1
要住院不嘛,要住院吗？,1
纹身可以洗干净吗,纹身可以洗干净吗？,1
假体隆鼻是什么材料呢,隆鼻 假体是什么材料,1
纹身可以洗吗,纹身可以洗吗,1
那那还怎么办呢,那怎么办呢,1
激光祛斑会反弹吗,激光祛斑会反弹吗,1
要住院不嘛,要住院吗,1
白癜风是什么症状呢,白癜风是什么症状的？,1
是痔疮吗？,是痔疮吗,1
永久脱毛是激光？,永久脱毛是激光？,1
白癜风会传染吗？,白癜风 会传染吗？,1
幼稚子宫可以手术吗？,幼稚子宫可以手术吗？,1
阳痿早泄是吃药还是手术,早泄是手术还是吃药,0
脱毛永久的吗？,脱毛 永久的吗,1
tct 是什么,tct是什么,1
双眼皮的恢复期事多久,双眼皮 恢复期多久？,1
做双眼皮要恢复多久,双眼皮 多久恢复,1
微创手术是什么？,微创手术是什么呢？,1
脱毛会不会痛,脱毛会不会痛,1
 会有后遗症吗,会有后遗症吗？,1
纹身能洗吗,洗纹身 可以洗吗,1
那是公立还是私立,咱们是公立还是私立,1
白癜风会遗传吗,白癜风 会不会遗传,1
怎么收费？,痣 怎么收费,0
先天没有子宫,先天没有子宫,1
那需要怎么治疗呢,那怎么治疗呢,1
盆腔炎有什么症状,盆腔炎有什么症状,1
脱毛有副作用吗,脱毛 有副作用吗,1
玻尿酸都有哪些品牌,玻尿酸都有哪些品牌,1
硬度不够，,硬度不够,1
饮食要注意什么,饮食注意什么呢,1
美白针有副作用吗 ,脱毛 有副作用吗,0
洗纹身能洗干净吗,洗纹身 能洗干净吗,1
是冰点永久脱毛吗,是冰点永久脱毛吗,1
祛斑不会反弹吗,祛斑 会不会反弹,1
先天性无子宫能治吗？,先天性无子宫能治吗？？,1
阴道炎用什么药,阴道炎用什么药,1
怎么降低龟头的敏感度,怎么降低龟头敏感度,1
白癜风能治愈吗？,白癜风 能治愈吗？,1
用什么药物,用什么药物呢,1
那需要住院吗？,需要住院吗？,1
一次多少钱,一次多少钱,1
早泄应该吃什么药好咒,早泄吃什么药好呢,1
双眼皮要多久恢复,双眼皮要多久恢复,1
吃药还是什么治疗,是吃药治疗还是什么,1
双子宫有什么影响,双子宫有什么影响,1
医生您好，在吗,医生您好，在吗？,1
你是医生吗？,你是医生吗,1
可以用什么药物吗,用药物治疗吗,0
先天性无子宫可以治疗好吗？,先天性无子宫 能不能治疗好？,1
尿滴白严重么,尿滴白 严重吗,1
会有留下疤痕？,会留下疤痕吗？,1
治疗这个是怎么治疗啊,这个怎么治疗啊,1
治疗这个是怎么治疗啊,这个怎么治疗啊,1
白斑能治好吗,白斑 能治好吗？,1
你是公立还是私立医院,你这医院是公立还是私立的，,1
胎记多大可以治疗,胎记 多大可以治疗,1
怎么收费的,痣 怎么收费,0
用什么药物啊,用什么药物呢,1
bv 检测是什么,bv检测是什么,1
BV检测是什么,BV检测是什么,1
先天性无子宫能治疗好吗,先天性无子宫 能不能治疗好？,1
怎么治疗啊😊,那怎么治疗啊,1
怎样治疗,怎样治疗啊,1
怎么治疗啊😊,怎么治疗啊,1
天生没有子宫可以治疗吗,天生没有子宫可以治疗吗,1
洗纹身会留疤吗？,洗纹身 会留疤吗？,1
胎记多大孩子可以治疗,胎记 孩子多大可以去除,0
你是医生吗？,你是医生吗？,1
天生无子宫可以治疗吗？,天生无子宫可以治疗吗,1
这个能治疗好吗,这个能治疗吗,1
要住院的吗,要住院吗,1
那怎么治疗？,那怎么治疗,1
你们是正规的医院吗,好的，你们的医院是正规医院吗,1
能用医保卡吗？,医保卡可以用吗,1
先天性无子宫，能治吗,先天性无子宫能治吗,1
你们是正规医院吗,你们是正规医院吗,1
洗纹身不留疤？,洗纹身不留疤吗？,1
咱是公立还是私立的,咱们是公立还是私立,1
开眼角双眼皮,双眼皮 开眼角,1
您好   还在吗？,您好，在吗？,1
是吃药还是？,是吃药治疗还是什么,1
是那怎么治啊,怎么治啊,1
你们医院医保卡可以用吗,能用医保卡吗,1
先天性无子宫能治吗？,先天性没子宫能治吗？,1
有什么药物治疗吗？,请问有什么药物治疗吗,1
是的  我想咨询一下,想咨询一下,1
要住院吗,要住院吗,1
这怎么治啊？,怎么治啊,1
洗纹身会不会留疤,洗纹身 会不会留疤,1
可以点痣吗,可以点痣吗,1
是的，有什么好的治疗方法,有什么好的治疗方法吗,1
你们可以祛疤吗,祛疤可以吗,1
要怎么治啊,怎么治啊,1
这个能治疗好吗？,这个能治疗吗,0
白斑治得好吗,白斑治得好吗,1
白斑会传染吗，,白斑 会传染吗,1
有什么治疗方法,有什么治疗方法吗,1
白斑会传染吗,白斑  会传染吗,1
可以点痣吗,可以点痣的吗？,1
你们医院可以用医保卡吗,医保卡可以用吗,1
你好👋还在吗,你好  在吗,1
你们医院医保卡可以用吗,医保卡可以用吗,1
那怎么办啊,那怎么办啊？,1
什么原因引起,什么原因引起的,1
是怎么治疗呢,怎么治疗呢,1
那怎么治疗？,那怎么治疗呢？,1
那怎么治疗好呢,那怎么治疗呢？,1
这个怎么治疗啊,这个怎么治疗,1
有什么治疗的方法,有什么治疗方法吗,1
那怎么治,那怎么治啊,1
一颗痣大概多少钱,一颗痣大概多少钱,1
会有 什么 副作用,有什么副作用吗,1
祛痣会留疤吗？,祛痣 会留疤吗,1
你医院的地址在哪里,医院在哪里,1
这怎么治疗啊？,这怎么治疗,1
你好   在吗,你好在吗,1
这个由什么引起的呢,是由什么引起的,1
应该有两三年了吧,有两三年了吧,1
会不会留疤吗,会留疤吗,1
什么原因引起,什么原因引起的。,1
是什么原因引起的,什么原因引起的。,1
我这个病严重吗,这个病严重吗？,1
好像有两三年了吧,有两三年了吧,1
胎记可以去除吗？,胎记可以去除吗,1
这个怎么治疗呢,这个怎么治疗,1
严重吗 ？,严重吗,1
怎么解决？,怎么解决,1
那怎么办呢？,那怎么办呢,1
胎记可以去除吗,胎记 可以去除吗,1
石女是？,石女是？,1
祛痣多少钱？,祛痣多少钱？,1
这个需要怎么治疗？,这个需要怎么治疗呢,1
这怎么治哈,这怎么治疗,1
这个可以怎么治疗啊,这个怎么治疗啊,1
有什么好的治疗方法吗？,有什么好的治疗方法,1
有有几年了,有几年了,1
这个需要怎么治疗,这个怎么治疗,1
那有什么办法嘛,那有什么办法吗,1
大概会花多少钱,要多少钱大概,1
可以祛疤吗,可以祛疤么,1
那怎么办啊，,那怎么办啊？,1
有好治疗方法吗,有什么好的治疗方法吗,1
这个需要怎么治疗,这个需要怎么治疗呢,1
那该怎么办？,那该怎么办,1
怎么回事,怎么回事？,1
一般多少钱,一般多少钱,1
有好的治疗方法吗,有什么好的治疗方法吗,1
那该怎么办了,那该怎么办,1
多少钱,多少钱？,1
大概会花多少钱,大概要多少钱,1
大概费用要多少钱,大概多少钱,1
大概需要多少钱,大概多少钱,1
怎么收费,怎么收费的,1
费用大概要多少？,大概要多少钱,1
大约需要多少钱？,大约需要多少钱,1